"";"FECHA";"CLIENTE";"IMPORTE"
"7825";2013-09-15;3590631010;"49,01"
"8697";2013-09-15;1411266024;"75,02"
"14997";2013-09-15;1464917028;"40,00"
"17334";2013-09-15;21616014;"51,80"
"35294";2013-09-15;3651392015;"18,59"
"886";2013-09-16;1156857019;"100,05"
"1639";2013-09-16;2246998011;"30,00"
"2840";2013-09-16;3832625044;"63,00"
"3767";2013-09-16;55102014;"40,00"
"4561";2013-09-16;7203523019;"75,30"
"7585";2013-09-16;1177126022;"50,00"
"8598";2013-09-16;7167066039;"69,35"
"10402";2013-09-16;2272957014;"49,44"
"12113";2013-09-16;3746135031;"50,00"
"12994";2013-09-16;3730409038;"23,45"
"14412";2013-09-16;7239513018;"60,00"
"18117";2013-09-16;3789060013;"30,00"
"22432";2013-09-16;1354568014;"60,00"
"26405";2013-09-16;3991960018;"50,00"
"27566";2013-09-16;45545017;"10,00"
"28838";2013-09-16;1316659018;"40,00"
"31265";2013-09-16;7065407012;"74,80"
"36156";2013-09-16;1010535050;"27,00"
"37455";2013-09-16;78300017;"55,50"
"37592";2013-09-16;3668181013;"95,39"
"39901";2013-09-16;44081014;"66,40"
"40309";2013-09-16;1167373014;"70,00"
"41025";2013-09-16;1382780029;"95,97"
"41553";2013-09-16;3174131023;"55,01"
"2585";2013-09-17;1411102013;"77,90"
"9425";2013-09-17;51211017;"20,00"
"10348";2013-09-17;1119733036;"50,00"
"12843";2013-09-17;20121024;"50,00"
"14869";2013-09-17;2156731014;"30,00"
"18573";2013-09-17;81769018;"40,93"
"24524";2013-09-17;60809025;"40,00"
"29757";2013-09-17;47970015;"60,02"
"31094";2013-09-17;2101410011;"50,09"
"33314";2013-09-17;1072296029;"67,09"
"38752";2013-09-17;3977600034;"77,25"
"40285";2013-09-17;2243356015;"41,30"
"2175";2013-09-18;7193904013;"30,00"
"2308";2013-09-18;39532021;"40,00"
"9211";2013-09-18;3220838027;"78,47"
"21140";2013-09-18;1055503011;"74,16"
"32610";2013-09-18;1271062016;"50,00"
"33050";2013-09-18;24427021;"9,93"
"40365";2013-09-18;1075285011;"44,96"
"40594";2013-09-18;2186234013;"20,00"
"1684";2013-09-19;3543445039;"25,00"
"3344";2013-09-19;1082011012;"44,00"
"4074";2013-09-19;2166898019;"60,00"
"4959";2013-09-19;7187741025;"40,00"
"5629";2013-09-19;1428755175;"50,00"
"7838";2013-09-19;3757493014;"40,00"
"8610";2013-09-19;3658293034;"30,00"
"9431";2013-09-19;3854620014;"70,00"
"9865";2013-09-19;1339270025;"12,08"
"19767";2013-09-19;55102014;"50,00"
"20676";2013-09-19;3609162015;"77,23"
"27878";2013-09-19;24427021;"19,85"
"29297";2013-09-19;73113027;"75,00"
"39068";2013-09-19;3513367023;"30,00"
"41057";2013-09-19;3228522037;"71,00"
"42214";2013-09-19;2084265010;"63,00"
"962";2013-09-20;7193911026;"30,00"
"1676";2013-09-20;1203071010;"40,00"
"2079";2013-09-20;2321947016;"65,75"
"3737";2013-09-20;3689614018;"50,00"
"5347";2013-09-20;67136026;"40,01"
"6107";2013-09-20;1396652016;"16,81"
"6361";2013-09-20;3576620037;"32,70"
"6448";2013-09-20;3671255010;"30,00"
"9707";2013-09-20;7222012036;"59,17"
"9980";2013-09-20;3618552016;"53,96"
"12651";2013-09-20;2205781010;"55,56"
"17381";2013-09-20;7160569013;"50,02"
"24198";2013-09-20;3620183016;"40,00"
"26107";2013-09-20;3673740027;"21,24"
"26716";2013-09-20;2033353024;"55,39"
"27068";2013-09-20;1167561014;"50,00"
"27114";2013-09-20;1265407021;"40,00"
"27144";2013-09-20;76223013;"53,96"
"28262";2013-09-20;2280298013;"105,76"
"28310";2013-09-20;3832625044;"49,92"
"32094";2013-09-20;2277110015;"54,00"
"34930";2013-09-20;2323813018;"86,01"
"36161";2013-09-20;1051858031;"69,94"
"40876";2013-09-20;51211017;"58,84"
"8223";2013-09-21;9584830023;"50,00"
"17100";2013-09-21;7076429013;"40,16"
"19486";2013-09-21;1055503011;"57,28"
"31912";2013-09-21;1251716011;"40,00"
"36160";2013-09-21;2166898019;"60,00"
"1395";2013-09-22;1176877023;"44,00"
"16006";2013-09-22;3681930032;"59,00"
"19437";2013-09-22;1435209059;"41,00"
"20248";2013-09-22;20811046;"69,90"
"27642";2013-09-22;3673740027;"40,01"
"34294";2013-09-22;68422029;"40,00"
"42629";2013-09-22;1082061025;"50,08"
"501";2013-09-23;3367685017;"63,75"
"1056";2013-09-23;9568170032;"40,00"
"2070";2013-09-23;2332826019;"88,00"
"2510";2013-09-23;2327898015;"27,78"
"5499";2013-09-23;1409442025;"50,00"
"7337";2013-09-23;3394116036;"12,00"
"8784";2013-09-23;3813699018;"30,02"
"9883";2013-09-23;1185269012;"40,00"
"12053";2013-09-23;1117610010;"65,08"
"15660";2013-09-23;3788982019;"40,00"
"18955";2013-09-23;1354568014;"50,00"
"20718";2013-09-23;24427021;"29,78"
"21709";2013-09-23;3746135031;"51,85"
"21743";2013-09-23;1152040016;"36,01"
"23463";2013-09-23;2051095010;"30,00"
"25434";2013-09-23;1428000010;"49,34"
"28901";2013-09-23;1363641026;"50,00"
"29302";2013-09-23;1167373014;"47,23"
"31341";2013-09-23;2305765012;"60,00"
"34580";2013-09-23;1177126022;"50,00"
"34867";2013-09-23;51211017;"30,00"
"35273";2013-09-23;7101279029;"62,80"
"36048";2013-09-23;2014029015;"68,68"
"36917";2013-09-23;1072860014;"50,00"
"37870";2013-09-23;3991492020;"72,60"
"42065";2013-09-23;7221105013;"40,00"
"3184";2013-09-24;3755690017;"20,00"
"7923";2013-09-24;2166898019;"60,00"
"8109";2013-09-24;2162322014;"39,02"
"9376";2013-09-24;1156857019;"78,00"
"13452";2013-09-24;7222012036;"10,00"
"21666";2013-09-24;2203305010;"72,03"
"22423";2013-09-24;60809025;"40,00"
"27794";2013-09-24;3220838027;"57,31"
"28222";2013-09-24;1397149046;"21,75"
"35768";2013-09-24;1107377018;"50,00"
"39011";2013-09-24;1265407021;"40,00"
"5175";2013-09-25;3616164012;"60,00"
"9019";2013-09-25;3673740027;"40,00"
"14106";2013-09-25;3769152020;"60,00"
"17845";2013-09-25;1346819020;"50,14"
"20719";2013-09-25;1167930039;"14,30"
"25595";2013-09-25;3576620037;"48,00"
"26994";2013-09-25;55102014;"40,00"
"34337";2013-09-25;1406004018;"53,21"
"40123";2013-09-25;3755690017;"20,00"
"841";2013-09-26;1396652016;"12,89"
"1927";2013-09-26;7055082015;"56,00"
"6608";2013-09-26;62351018;"71,49"
"9749";2013-09-26;2084265010;"50,00"
"10454";2013-09-26;20121016;"30,00"
"13631";2013-09-26;44081014;"40,02"
"16252";2013-09-26;2173718010;"57,00"
"20823";2013-09-26;7163942027;"50,00"
"21262";2013-09-26;2156731014;"42,00"
"23098";2013-09-26;81769018;"40,00"
"23457";2013-09-26;1425630033;"77,00"
"25413";2013-09-26;3775768017;"70,01"
"31551";2013-09-26;2317254013;"40,00"
"32010";2013-09-26;47970015;"59,01"
"35034";2013-09-26;2197186012;"35,00"
"41783";2013-09-26;3671255010;"65,01"
"1517";2013-09-27;2282040017;"58,00"
"2056";2013-09-27;3690829019;"40,00"
"2416";2013-09-27;1184836019;"74,72"
"4881";2013-09-27;1203071010;"40,00"
"5317";2013-09-27;2186234013;"66,42"
"6180";2013-09-27;43727021;"32,00"
"12594";2013-09-27;3991960018;"55,19"
"19182";2013-09-27;7202373010;"30,00"
"21374";2013-09-27;2205781010;"55,56"
"21430";2013-09-27;2166898019;"40,00"
"22650";2013-09-27;1001971015;"39,14"
"24134";2013-09-27;7222012036;"60,00"
"27147";2013-09-27;60809025;"40,00"
"28419";2013-09-27;4127111054;"54,42"
"29224";2013-09-27;3534826015;"40,00"
"29925";2013-09-27;2156731014;"60,00"
"30372";2013-09-27;55102014;"40,00"
"37086";2013-09-27;3854620014;"50,70"
"39677";2013-09-27;43727021;"31,00"
"39804";2013-09-27;1176059026;"40,85"
"42719";2013-09-27;2323813018;"62,62"
"8078";2013-09-28;1075285011;"37,00"
"8720";2013-09-28;3733445013;"30,00"
"11644";2013-09-28;78300017;"55,10"
"13436";2013-09-28;7187741025;"50,00"
"16658";2013-09-28;23818014;"50,00"
"19335";2013-09-28;7203523019;"73,09"
"26161";2013-09-28;1055503011;"55,29"
"29395";2013-09-28;3775553021;"19,57"
"41683";2013-09-28;7270026;"67,20"
"10034";2013-09-29;2007529021;"30,01"
"25222";2013-09-29;7192411010;"8,43"
"32357";2013-09-29;2308226012;"15,00"
"32793";2013-09-29;3658702018;"60,00"
"129";2013-09-30;1288334012;"88,85"
"2899";2013-09-30;1275582019;"45,50"
"4162";2013-09-30;3769152020;"30,00"
"5223";2013-09-30;2324989015;"39,90"
"11668";2013-09-30;1167373014;"41,67"
"12260";2013-09-30;3197932019;"45,00"
"14377";2013-09-30;1700752023;"40,00"
"19873";2013-09-30;3431289010;"83,01"
"20568";2013-09-30;3746135031;"51,85"
"24765";2013-09-30;1105395012;"13,89"
"25601";2013-09-30;2166898019;"80,00"
"30546";2013-09-30;1177126022;"50,00"
"33191";2013-09-30;3899799013;"66,56"
"36468";2013-09-30;1072296029;"61,50"
"37944";2013-09-30;51211017;"30,00"
"41564";2013-09-30;3174131023;"45,00"
"849";2013-10-01;1435209059;"40,00"
"3422";2013-10-01;46148019;"30,00"
"4227";2013-10-01;7165403010;"45,00"
"8487";2013-10-01;3507150021;"50,00"
"10448";2013-10-01;3977600034;"82,99"
"11552";2013-10-01;7111913021;"70,00"
"16617";2013-10-01;24646042;"5,00"
"21585";2013-10-01;3991492020;"74,41"
"25942";2013-10-01;2120140011;"16,58"
"31184";2013-10-01;1169196017;"3,93"
"40917";2013-10-01;1001971015;"58,66"
"41499";2013-10-01;3681930032;"64,44"
"1420";2013-10-02;45545017;"58,00"
"4369";2013-10-02;1354568014;"101,01"
"5752";2013-10-02;1057167013;"20,00"
"9168";2013-10-02;1415764016;"77,30"
"13061";2013-10-02;24427021;"24,81"
"26152";2013-10-02;10895017;"40,00"
"28229";2013-10-02;1425630025;"41,00"
"30975";2013-10-02;20811046;"72,60"
"33349";2013-10-02;3730409038;"75,52"
"33468";2013-10-02;1698743034;"70,00"
"36732";2013-10-02;3755690017;"75,01"
"36819";2013-10-02;1737873016;"42,02"
"40430";2013-10-02;2084265010;"46,60"
"1109";2013-10-03;21616014;"54,95"
"6193";2013-10-03;1156480010;"40,00"
"14622";2013-10-03;1358357059;"50,50"
"14805";2013-10-03;3495717245;"78,60"
"17667";2013-10-03;7065407012;"72,01"
"17733";2013-10-03;2332826019;"87,51"
"18821";2013-10-03;68422029;"40,00"
"19917";2013-10-03;3947491019;"40,00"
"22772";2013-10-03;2282006018;"40,00"
"31931";2013-10-03;3755517012;"92,06"
"32177";2013-10-03;7229299016;"20,00"
"37811";2013-10-03;1265407021;"40,00"
"41359";2013-10-03;1072860014;"40,00"
"1701";2013-10-04;1368082176;"50,00"
"4705";2013-10-04;24427021;"19,85"
"5643";2013-10-04;1051879037;"59,00"
"6323";2013-10-04;67136026;"52,79"
"7435";2013-10-04;3713271017;"50,00"
"7685";2013-10-04;2323813018;"56,00"
"9061";2013-10-04;1167930039;"13,44"
"12042";2013-10-04;3850546015;"70,03"
"13788";2013-10-04;3689614018;"60,02"
"17783";2013-10-04;2205781010;"55,16"
"19000";2013-10-04;1435209059;"54,99"
"19809";2013-10-04;1203071010;"40,00"
"20136";2013-10-04;68434016;"59,57"
"22561";2013-10-04;1358357059;"17,32"
"24562";2013-10-04;2319600015;"30,00"
"25709";2013-10-04;9568170032;"40,00"
"31131";2013-10-04;2280298013;"120,35"
"35845";2013-10-04;44081014;"72,01"
"38506";2013-10-04;2307048011;"50,00"
"38915";2013-10-04;1224163010;"77,00"
"39140";2013-10-04;2166898019;"60,00"
"39968";2013-10-04;7099715018;"40,00"
"40814";2013-10-04;3489798029;"53,16"
"40911";2013-10-04;3663240012;"55,50"
"41433";2013-10-04;3704576010;"103,00"
"43001";2013-10-04;9571930067;"30,00"
"3722";2013-10-05;1055503011;"58,87"
"5331";2013-10-05;2015320017;"20,00"
"6000";2013-10-05;7192411010;"4,50"
"10007";2013-10-05;1325897013;"45,35"
"12748";2013-10-05;9584830023;"30,00"
"12983";2013-10-05;3704576010;"80,01"
"16944";2013-10-05;7078376014;"68,35"
"22203";2013-10-05;3813699018;"30,01"
"22410";2013-10-05;7164870011;"50,00"
"33352";2013-10-05;1014368011;"40,00"
"38155";2013-10-05;66248020;"80,70"
"41933";2013-10-05;70157019;"28,84"
"7763";2013-10-06;1082061025;"46,54"
"9154";2013-10-06;1045856016;"30,01"
"11228";2013-10-06;57334037;"65,04"
"11665";2013-10-06;1312016023;"52,48"
"14792";2013-10-06;7203523019;"66,45"
"17305";2013-10-06;1100953013;"40,00"
"22367";2013-10-06;1075285011;"43,72"
"26491";2013-10-06;24427021;"24,81"
"39195";2013-10-06;2308226012;"20,00"
"40925";2013-10-06;1416444030;"43,05"
"1137";2013-10-07;81769018;"50,00"
"6147";2013-10-07;3220838027;"55,55"
"7409";2013-10-07;7210718016;"59,01"
"9143";2013-10-07;3746135031;"51,75"
"13274";2013-10-07;3983945027;"58,66"
"14793";2013-10-07;24427021;"19,85"
"15664";2013-10-07;20121016;"40,00"
"16703";2013-10-07;2033353024;"54,20"
"17786";2013-10-07;2324989015;"42,93"
"17969";2013-10-07;3681930032;"71,02"
"20049";2013-10-07;2014029015;"71,53"
"20612";2013-10-07;2280298013;"62,54"
"21953";2013-10-07;3620183016;"50,00"
"22891";2013-10-07;1167561014;"60,00"
"23979";2013-10-07;1082011012;"41,62"
"27220";2013-10-07;1363641026;"50,00"
"28227";2013-10-07;2166898019;"60,00"
"28867";2013-10-07;3704371016;"87,50"
"29317";2013-10-07;1413764018;"79,70"
"31085";2013-10-07;1039957020;"88,80"
"32709";2013-10-07;21616014;"44,46"
"34162";2013-10-07;1397149046;"37,04"
"35481";2013-10-07;1167373014;"56,01"
"35789";2013-10-07;1411266024;"70,00"
"37366";2013-10-07;1358357059;"60,00"
"40376";2013-10-07;3157802012;"40,00"
"41868";2013-10-07;1055485011;"49,33"
"43076";2013-10-07;68422029;"40,00"
"909";2013-10-08;24425033;"85,51"
"1170";2013-10-08;1343297030;"40,00"
"1963";2013-10-08;7195419010;"110,94"
"2826";2013-10-08;2298779012;"60,00"
"3343";2013-10-08;3899799013;"66,66"
"5077";2013-10-08;1156857019;"91,01"
"5277";2013-10-08;54415011;"2,75"
"10758";2013-10-08;1176877023;"44,02"
"12196";2013-10-08;1363641026;"50,00"
"15875";2013-10-08;44081014;"37,98"
"17341";2013-10-08;2173718010;"3,05"
"19575";2013-10-08;1382780029;"92,15"
"21327";2013-10-08;51211017;"30,00"
"21868";2013-10-08;1010535050;"62,41"
"21986";2013-10-08;1185269012;"50,07"
"22008";2013-10-08;1316659018;"40,00"
"23488";2013-10-08;3673740027;"21,22"
"32463";2013-10-08;1051858031;"65,00"
"39243";2013-10-08;3690829019;"39,41"
"39380";2013-10-08;1177126022;"50,00"
"39659";2013-10-08;3487689022;"75,74"
"39944";2013-10-08;55102014;"40,00"
"42776";2013-10-08;1072860014;"50,00"
"1940";2013-10-09;2305765012;"45,00"
"2596";2013-10-09;2330815014;"20,00"
"3094";2013-10-09;7192411010;"9,25"
"6148";2013-10-09;1203071010;"40,00"
"6471";2013-10-09;1363641026;"50,00"
"7133";2013-10-09;1001971015;"39,09"
"7299";2013-10-09;2156731014;"20,00"
"9887";2013-10-09;2084265010;"51,55"
"10239";2013-10-09;49012022;"30,00"
"12618";2013-10-09;1265407021;"40,00"
"13063";2013-10-09;1425630033;"72,55"
"14983";2013-10-09;7167066039;"59,06"
"15045";2013-10-09;60809025;"40,00"
"18972";2013-10-09;2323813018;"71,01"
"21222";2013-10-09;1341149027;"20,00"
"23649";2013-10-09;2334348012;"80,58"
"26666";2013-10-09;1263567016;"89,46"
"31768";2013-10-09;3788982019;"40,00"
"33322";2013-10-09;47970015;"15,00"
"35491";2013-10-09;79211015;"77,90"
"39989";2013-10-09;2291956013;"64,60"
"41355";2013-10-09;3392286047;"20,00"
"221";2013-10-10;1425630025;"37,40"
"2084";2013-10-10;1032740019;"50,00"
"4664";2013-10-10;2323813018;"49,00"
"6936";2013-10-10;7166279013;"39,09"
"7469";2013-10-10;3106778032;"66,46"
"9439";2013-10-10;3520732011;"46,65"
"9950";2013-10-10;1369532062;"59,70"
"14468";2013-10-10;2317254013;"50,00"
"16077";2013-10-10;1021117011;"50,00"
"16348";2013-10-10;24427021;"19,85"
"17983";2013-10-10;2282040017;"43,80"
"19076";2013-10-10;3947491019;"30,00"
"20091";2013-10-10;1110633019;"40,00"
"23498";2013-10-10;3977600034;"70,59"
"27046";2013-10-10;7039213017;"66,50"
"28186";2013-10-10;1013135047;"60,00"
"33650";2013-10-10;2007529021;"60,04"
"36554";2013-10-10;3854620014;"69,00"
"38511";2013-10-10;7187741025;"40,00"
"38779";2013-10-10;76310018;"80,01"
"42262";2013-10-10;1339270025;"12,62"
"42791";2013-10-10;43727021;"49,41"
"6131";2013-10-11;1055503011;"44,00"
"8129";2013-10-11;3728862024;"64,00"
"8701";2013-10-11;2166898019;"60,00"
"12230";2013-10-11;62351018;"73,45"
"13681";2013-10-11;1271062016;"60,00"
"16831";2013-10-11;1117610010;"61,00"
"21672";2013-10-11;24427021;"19,85"
"25599";2013-10-11;3899799013;"15,18"
"26532";2013-10-11;7207475018;"44,00"
"26850";2013-10-11;3854620014;"50,00"
"27529";2013-10-11;3689614018;"50,00"
"27657";2013-10-11;2205781010;"55,16"
"30858";2013-10-11;3827567029;"66,31"
"32632";2013-10-11;1416444030;"62,54"
"33228";2013-10-11;3671255010;"72,20"
"35070";2013-10-11;7090699013;"89,91"
"35139";2013-10-11;3489798029;"40,00"
"37255";2013-10-11;1363641026;"50,00"
"38144";2013-10-11;2081241014;"64,69"
"38891";2013-10-11;81769018;"40,00"
"11330";2013-10-12;7231150017;"46,76"
"17959";2013-10-12;71935025;"49,80"
"18371";2013-10-12;7078376014;"65,29"
"26715";2013-10-12;1068882014;"30,00"
"34695";2013-10-12;1072296029;"72,51"
"37773";2013-10-12;2313723011;"25,35"
"41485";2013-10-12;1167930039;"10,79"
"42435";2013-10-12;23818014;"62,83"
"21319";2013-10-13;3832625044;"31,50"
"24804";2013-10-13;4127111054;"51,62"
"25713";2013-10-13;3981946019;"50,00"
"28611";2013-10-13;7203523019;"66,95"
"29249";2013-10-13;2313723011;"81,61"
"32596";2013-10-13;20121016;"40,00"
"33283";2013-10-13;2087623017;"20,00"
"33615";2013-10-13;1700752023;"40,00"
"38179";2013-10-13;1275582019;"51,15"
"39516";2013-10-13;1382780029;"41,62"
"40056";2013-10-13;7192411010;"34,67"
"41378";2013-10-13;3730409038;"21,79"
"5652";2013-10-14;3228522037;"70,54"
"6433";2013-10-14;1320364019;"67,67"
"7315";2013-10-14;3890935012;"70,00"
"9318";2013-10-14;3174131023;"46,20"
"10729";2013-10-14;1184836019;"43,88"
"15714";2013-10-14;2000148019;"198,51"
"16399";2013-10-14;7013385013;"20,00"
"18207";2013-10-14;2203305010;"77,00"
"18777";2013-10-14;44081014;"73,65"
"22885";2013-10-14;9568170032;"40,00"
"24072";2013-10-14;3855571018;"72,20"
"24965";2013-10-14;3507150021;"40,00"
"27438";2013-10-14;3775768017;"68,02"
"27448";2013-10-14;2323813018;"69,01"
"28775";2013-10-14;2282040017;"61,66"
"30175";2013-10-14;1044277026;"20,00"
"35836";2013-10-14;24427021;"19,85"
"39888";2013-10-14;1167373014;"59,30"
"40009";2013-10-14;1203071010;"20,00"
"75";2013-10-15;7055082015;"49,01"
"2574";2013-10-15;1419703085;"91,75"
"5164";2013-10-15;2332826019;"86,74"
"6364";2013-10-15;2216936025;"15,99"
"7029";2013-10-15;1176877023;"50,00"
"10285";2013-10-15;1108041027;"50,00"
"11415";2013-10-15;1435209059;"40,00"
"14635";2013-10-15;1425630025;"43,04"
"16990";2013-10-15;2166898019;"40,00"
"17379";2013-10-15;1167561014;"20,00"
"17757";2013-10-15;1333649059;"101,29"
"19568";2013-10-15;3775553021;"39,13"
"28685";2013-10-15;1397149046;"38,23"
"28805";2013-10-15;1039957020;"84,38"
"32598";2013-10-15;60809025;"40,00"
"32974";2013-10-15;3431289010;"85,00"
"35621";2013-10-15;3392286047;"56,05"
"38810";2013-10-15;3220838027;"63,63"
"2043";2013-10-16;10253019;"94,28"
"2177";2013-10-16;3495717047;"83,01"
"5106";2013-10-16;1167561014;"40,00"
"5261";2013-10-16;3883052015;"20,00"
"7809";2013-10-16;3960885014;"80,01"
"9129";2013-10-16;7101279029;"68,60"
"10097";2013-10-16;24427021;"19,85"
"11880";2013-10-16;3775553021;"9,78"
"17738";2013-10-16;55102014;"40,00"
"22577";2013-10-16;2323813018;"41,01"
"22835";2013-10-16;55102014;"40,00"
"26092";2013-10-16;51211017;"30,00"
"28110";2013-10-16;1152040016;"56,27"
"36105";2013-10-16;1265407021;"40,00"
"4049";2013-10-17;2324989015;"50,52"
"7735";2013-10-17;1327835029;"39,10"
"12102";2013-10-17;41598028;"44,38"
"15354";2013-10-17;2156731014;"41,00"
"16087";2013-10-17;1359234018;"96,76"
"20130";2013-10-17;7221105013;"50,00"
"26732";2013-10-17;1069620068;"51,30"
"30216";2013-10-17;3197932019;"40,32"
"30743";2013-10-17;1358357059;"25,13"
"34910";2013-10-17;1409442025;"76,39"
"35328";2013-10-17;1075285011;"54,70"
"35944";2013-10-17;1167561014;"30,00"
"36191";2013-10-17;2166898019;"40,00"
"37631";2013-10-17;7193456014;"39,12"
"40582";2013-10-17;24427021;"24,81"
"1700";2013-10-18;79211015;"58,82"
"5663";2013-10-18;2057826012;"40,00"
"7642";2013-10-18;1167930039;"13,68"
"7698";2013-10-18;3681930032;"58,21"
"14002";2013-10-18;1354568014;"70,00"
"14230";2013-10-18;24427021;"19,85"
"19817";2013-10-18;3673675017;"70,01"
"21359";2013-10-18;3771410010;"65,42"
"21780";2013-10-18;3713271017;"50,00"
"22156";2013-10-18;2277110015;"61,61"
"25640";2013-10-18;3513367023;"30,00"
"27285";2013-10-18;1476886013;"40,00"
"27564";2013-10-18;2323813018;"30,01"
"27625";2013-10-18;3769152020;"50,00"
"29255";2013-10-18;2087623017;"43,00"
"33144";2013-10-18;1152040016;"18,45"
"33173";2013-10-18;3689614018;"50,00"
"34307";2013-10-18;2205781010;"55,16"
"35147";2013-10-18;3620183016;"50,00"
"38101";2013-10-18;2321947016;"64,51"
"41377";2013-10-18;1359234018;"41,97"
"4039";2013-10-19;5605033;"76,04"
"10091";2013-10-19;7169515017;"69,00"
"13158";2013-10-19;1098018029;"54,09"
"14167";2013-10-19;37950035;"67,35"
"18674";2013-10-19;2162322014;"51,00"
"25176";2013-10-19;7017151015;"30,00"
"27440";2013-10-19;7192411010;"9,23"
"27826";2013-10-19;81769018;"40,00"
"28448";2013-10-19;3673740027;"21,51"
"37298";2013-10-19;57607010;"66,20"
"43009";2013-10-19;1156480010;"45,50"
"2201";2013-10-20;24425033;"77,59"
"7722";2013-10-20;1055503011;"72,41"
"10467";2013-10-20;1072296029;"63,71"
"11913";2013-10-20;1382780029;"63,80"
"18222";2013-10-20;24427021;"24,81"
"18908";2013-10-20;7026170014;"60,00"
"19361";2013-10-20;7192411010;"16,47"
"20358";2013-10-20;75000024;"80,85"
"23427";2013-10-20;1265407021;"40,00"
"23638";2013-10-20;3367685017;"71,82"
"25226";2013-10-20;68422029;"20,00"
"42108";2013-10-20;1333427027;"40,00"
"1854";2013-10-21;1435209059;"40,00"
"5102";2013-10-21;1176877023;"48,00"
"5150";2013-10-21;3536267010;"74,50"
"5415";2013-10-21;7166896014;"50,00"
"5718";2013-10-21;2324989015;"22,23"
"7937";2013-10-21;1158516027;"70,00"
"14098";2013-10-21;1167373014;"53,39"
"15365";2013-10-21;2291956013;"66,92"
"16450";2013-10-21;1156857019;"80,00"
"20218";2013-10-21;7145044017;"78,44"
"20607";2013-10-21;3681930024;"67,60"
"20903";2013-10-21;1167561014;"50,00"
"22307";2013-10-21;3947491019;"30,00"
"23466";2013-10-21;20121024;"60,00"
"23810";2013-10-21;2166898019;"40,00"
"24343";2013-10-21;9568170032;"40,00"
"24534";2013-10-21;2186234013;"59,80"
"33719";2013-10-21;2323813018;"39,02"
"34335";2013-10-21;3220838027;"54,30"
"4193";2013-10-22;2014029015;"75,50"
